name,type,city,internship_open,paid,monthly_stipend_eur,response_status,address,source_url,last_checked,notes,lat,lon,loc
Search for Common Ground,NGO,Brussels,unknown,unknown,,classified,"205 Rue Belliard, 1040 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.836766,4.39167,approx
Network of European Foundations,NGO,Brussels,unknown,unknown,,classified,"Rue Royale 94, 1000 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.851773,4.365465,approx
Red Europea de Lucha contra la Pobreza en el Estado Español,NGO,Brussels,unknown,unknown,,classified,"Boulevard Bischoffsheim 11, 1000 Brussels",http://www.eapn.es,2026-07,EU Transparency Register; location approximate (postcode-level).,50.848596,4.370196,approx
Vereniging Vlaamse Steden en Gemeenten,public authority,Brussels,unknown,unknown,,classified,"Bischoffsheimlaan 1, 1000 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.852263,4.365948,approx
Lockheed Martin Global Inc.,company,Brussels,unknown,unknown,,classified,"Avenue du Bourget 42, 1130 Brussels",https://www.lockheedmartin.com/en-us/who-we-are/international/lockheed-martin-global-inc.html,2026-07,EU Transparency Register; location approximate (postcode-level).,50.893213,4.413902,approx
The European Plastic Pipes and Fittings Association,trade association,Brussels,unknown,unknown,,classified,"Avenue de Cortenbergh, 71, 1000 Brussels",http://www.teppfa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.842193,4.37169,approx
Cerebral Palsy European Union Association,NGO,Brussels,unknown,unknown,,classified,"Rue d'Edimbourg 26, 1050 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.821377,4.372079,approx
Agricultural Crop Licensing Platform,trade association,Brussels,unknown,unknown,,classified,"Avenue des Arts 52, 1000 Brussels",https://aclp.eu/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.848721,4.374754,approx
GROW INTERNATIONAL ASBL,trade association,Brussels,unknown,unknown,,classified,"Rue de la Loi, 23, 1040 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.830666,4.386061,approx
LABORATOIRE PURESSENTIEL,company,Brussels,unknown,unknown,,classified,"Avenue Molière 144, 1050 Brussels",https://be.puressentiel.com/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.823409,4.371526,approx
Clifford Chance LLP,law firm,Brussels,unknown,unknown,,classified,"Avenue Louise 149, B-1050 Brussels",http://www.cliffordchance.com,2026-07,EU Transparency Register; location approximate (postcode-level).,,,approx
Federation of Finnish Enterprises (Suomen Yrittäjät ry),trade association,Brussels,unknown,unknown,,classified,"40 Rue Belliard, 1040 Brussels",http://www.yrittajat.fi,2026-07,EU Transparency Register; location approximate (postcode-level).,50.831521,4.398204,approx
European Crypto Initiative,trade association,Brussels,unknown,unknown,,classified,"Rdpt Schuman, 1040 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.828808,4.393461,approx
LG Chem Europe,company,Brussels,unknown,unknown,,classified,"Place Champ de Mars 5, 1050 Brussels",http://www.lgchem.com,2026-07,EU Transparency Register; location approximate (postcode-level).,50.821097,4.371332,approx
European Small Volume Car Manufacturers Alliance,trade association,Brussels,unknown,unknown,,classified,"Rue du Luxembourg 22-24, 1000 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.845056,4.366845,approx
Social Vouchers International Association,NGO,Brussels,unknown,unknown,,classified,"Silversquare LouiseAvenue Louise 523, 1050 Brussels",https://association-svia.org/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.822552,4.374525,approx
Sumitomo Benelux S.A./N.V.,company,Brussels,unknown,unknown,,classified,"8, rue de Spa, 1000, 1000 Brussels",https://www.sumitomocorp.com/en/jp,2026-07,EU Transparency Register; location approximate (postcode-level).,50.852775,4.367022,approx
GREENOVATE! EUROPE,NGO,Brussels,unknown,unknown,,classified,"231 Avenue Louise, 1050 Brussels",https://greenovate-europe.eu/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.817479,4.378449,approx
AEMA GROUPE,company,Brussels,unknown,unknown,,classified,"23 Rue du Champ de Mars, 1050 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.820619,4.379719,approx
EU Focus Group,consultancy,Brussels,unknown,unknown,,classified,"Av. Louise 235, 1050 Bruxelles, 1050 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.824572,4.370945,approx
Marsh,company,Brussels,unknown,unknown,,classified,"Herrmann-Debrouxlaan 2, 1160 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.806055,4.438714,approx
KEEP DREAMING,NGO,Brussels,unknown,unknown,,classified,"Square de Meeûs , 35, 1000 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.850239,4.364091,approx
European Meat Network,company,Brussels,unknown,unknown,,classified,"Rue du Luxembourg 47-51, bte2, 1050 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.82251,4.369882,approx
Human Rights House Foundation STI,NGO,Brussels,unknown,unknown,,classified,"Human Rights House FoundationSilversquare Europe, 1000 Brussels",http://humanrightshouse.org/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.847966,4.368315,approx
Legale Genchi,law firm,Brussels,unknown,unknown,,classified,"Avenue Brugmann 287 B.5, 1180 Brussels",http://www.legalegenchi.it,2026-07,EU Transparency Register; location approximate (postcode-level).,50.787389,4.358629,approx
Ludwig von Mises Institute Europe,think tank,Brussels,unknown,unknown,,classified,"Rue d'Arlon 20,, 1050 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.823776,4.37965,approx
Compassion in World Farming Brussels,NGO,Brussels,unknown,unknown,,classified,"Square de Meeus 35, 1050 Brussels",http://www.ciwf.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.818179,4.384687,approx
Euroheat and Power,trade association,Brussels,unknown,unknown,,classified,"Bd Brand Whitlock 87, 1200 Brussels",http://www.euroheat.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.845234,4.435096,approx
Syensqo,company,Brussels,unknown,unknown,,classified,"Rue de la Fusée 98, 1130 Brussels",https://www.syensqo.com/en/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.896505,4.415819,approx
European Central Securities Depositories Association,trade association,Brussels,unknown,unknown,,classified,"1 rue du Congrès, 1000 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.843637,4.359903,approx
Norwegian Association of Local and Regional Authorities,public authority,Brussels,unknown,unknown,,classified,"Square de Meeûs 1, 1000 Brussels",https://www.ks.no/om-ks/ks-in-english/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.843622,4.367055,approx
International Committee In Search of Justice,NGO,Brussels,unknown,unknown,,classified,"63 rue d'Arlon, 1040 Brussels",http://www.isjcommittee.com,2026-07,EU Transparency Register; location approximate (postcode-level).,50.837345,4.386187,approx
Alliance for Sustainable Management of Chemical Risk,trade association,Brussels,unknown,unknown,,classified,"Avenue Louise 489Steptoe LLP, 1050 Brussels",http://asmor.eu/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.825803,4.380371,approx
RESEAU DE UNIVERSITES DES CAPITALES DE L'EUROPE,NGO,Brussels,unknown,unknown,,classified,"UNICA a.i.s.b.l.  c/o University FoundationRue d’Egmont 11, 1000 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.850965,4.370749,approx
Phage EU,NGO,Brussels,unknown,unknown,,classified,"Boulevard Saint-Michel 47, 1040 Brussels",https://phageurope.eu/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.829161,4.395056,approx
Bureau of International Recycling,trade association,Brussels,unknown,unknown,,classified,"24 Avenue Franklin Roosevelt, 1050 Brussels",https://www.bir.org/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.820581,4.383187,approx
Bureau of Nordic Family Forestry,trade association,Brussels,unknown,unknown,,classified,"Rue du Luxembourg 66European Forestry House, 1000 Brussels",https://www.nordicforestry.org/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.848492,4.372753,approx
Forbundet Styrke,trade union,Brussels,unknown,unknown,,classified,"Kongsgata 54Kongsgata 54 Stavanger, 1000 Brussels",https://transparency-register.europa.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.849274,4.365674,approx
"Alliance for Logistics Innovation through Collaboration in Europe, ALICE",NGO,Brussels,unknown,unknown,,classified,"Avenue Jacques Brel 38/0, 1200 Brussels",http://www.etp-alice.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.843371,4.434598,approx
XBRL Europe,trade association,Brussels,unknown,unknown,,classified,"Rue de la Colonne 1A, 1080 Brussels",http://www.xbrleurope.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.853081,4.316941,approx
European Confederation of Woodworking Industries,trade association,Brussels,unknown,unknown,,classified,"Rue Montoyer 40, 1000 Brussels",http://www.cei-bois.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.842406,4.370142,approx
Bitkom e.V.,trade association,Brussels,unknown,unknown,,classified,"Rue de la Science 37, 1040 Brussels",http://www.bitkom.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.834612,4.388947,approx
ifok GmbH,consultancy,Brussels,unknown,unknown,,classified,"Square de Meeûs 35, 1000 Brussels",http://www.ifok.de,2026-07,EU Transparency Register; location approximate (postcode-level).,50.850698,4.372759,approx
JT International,company,Brussels,unknown,unknown,,classified,"rue du Commerce 31, 1000 Brussels",http://www.jti.com,2026-07,EU Transparency Register; location approximate (postcode-level).,50.850553,4.373174,approx
E.ON SE,company,Brussels,unknown,unknown,,classified,"Rue d'Idalie 9-13, 1050 Brussels",https://www.eon.com/en.html,2026-07,EU Transparency Register; location approximate (postcode-level).,50.825041,4.372909,approx
European Association of Development Agencies,public authority,Brussels,unknown,unknown,,classified,"Rue de la Loi 155Residence Palace, 1040 Brussels",http://www.eurada.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.836969,4.388697,approx
Fédération Européenne des Conseils et Intermédiaires Financiers,trade association,Brussels,unknown,unknown,,classified,"Avenue Louise, 143/4, 1050 Brussels",http://www.fecif.eu,2026-07,EU Transparency Register; location approximate (postcode-level).,50.821716,4.371865,approx
Danish Refugee Council Brussels,NGO,Brussels,unknown,unknown,,classified,"DRC Brussels, 1210 Brussels",https://drc.ngo/about-us/contact/drc-representation-in-brussels/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.857432,4.366929,approx
Fédération Nationale des Groupements de Défense Sanitaire,trade union,Brussels,unknown,unknown,,classified,"Place du Nouveau Marché aux Grains 21, 1000 Brussels",http://www.gdsfrance.org/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.848348,4.370301,approx
European Coordination Via Campesina,trade union,Brussels,unknown,unknown,,classified,"rue Grisar 38, 1070 Brussels",http://www.eurovia.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.83253,4.297466,approx
L'Oréal,company,Brussels,unknown,unknown,,classified,"Avenue des Arts 56, 1000 Brussels",http://www.loreal.com,2026-07,EU Transparency Register; location approximate (postcode-level).,50.84738,4.371281,approx
European Wireless Infrastructure Association,trade association,Brussels,unknown,unknown,,classified,"47 avenue des Arts, 1000 Brussels",https://ewia.org/,2026-07,EU Transparency Register; location approximate (postcode-level).,50.850086,4.362419,approx
Moody's Shared Services UK Ltd.,company,Brussels,unknown,unknown,,classified,"Avenue Louise 250, 1050 Brussels",http://www.moodys.com,2026-07,EU Transparency Register; location approximate (postcode-level).,50.825611,4.382297,approx
Internet Society,NGO,Brussels,unknown,unknown,,classified,"Rue d'Arlon 25, 1050 Brussels",http://www.internetsociety.org,2026-07,EU Transparency Register; location approximate (postcode-level).,50.819057,4.371461,approx
ELECTRICITE DE FRANCE,company,Brussels,unknown,unknown,,classified,"58 Avenue des Arts, 1000 Brussels",http://www.edf.fr,2026-07,EU Transparency Register; location approximate (postcode-level).,50.843749,4.368397,approx
